id;type;quantity_account_current;detail_location;estate_quantity;department;city;locality;latitude;longitude;location_address;infrastructure_type;description;registry_number;cadastral_current_account;estate_status;start_date_contract;end_date_contract;committed_investment;transfer;balance_for_transfer;tenant;rent_amount;rent_amount_period;contract_resolution;contract_number;current_period_start;current_period_end;status_documentation;land_area_mt2;land_area_hectares;land_sub_area;built_area_m2;built_value_gs;property_value_gs;total_value_gs;possession_rent_without_title
441;RENTA;508;MANZANA C LOTE 8;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-08;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;876.19;0;0;0;0;105.142.800;105.142.800;0
442;RENTA;509;MANZANA C LOTE 9;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-09;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;876.19;0;0;0;0;105.142.800;105.142.800;0
443;RENTA;510;MANZANA C LOTE 10;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-10;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;876.19;0;0;0;0;105.142.800;105.142.800;0
444;RENTA;511;MANZANA C LOTE 11;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-11;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;876.19;0;0;0;0;105.142.800;105.142.800;0
445;RENTA;512;MANZANA C LOTE 12;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-12;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;876.19;0;0;0;0;105.142.800;105.142.800;0
446;RENTA;513;MANZANA C LOTE 13;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-13;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;876.19;0;0;0;0;105.142.800;105.142.800;0
447;RENTA;514;MANZANA C LOTE 14;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-14;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;876.19;0;0;0;0;105.142.800;105.142.800;0
448;RENTA;515;MANZANA C LOTE 15;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-15;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;876.19;0;0;0;0;105.142.800;105.142.800;0
449;RENTA;516;MANZANA C LOTE 16;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-16;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;886.02;0;0;0;0;106.322.400;106.322.400;0
450;RENTA;517;MANZANA C LOTE 17;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-17;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;961.69;0;0;0;0;115.402.800;115.402.800;0
451;RENTA;518;MANZANA C LOTE 18;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-18;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;2.369.81;0;0;0;0;255.939.480;255.939.480;0
452;RENTA;519;MANZANA C LOTE 19;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-19;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.061.12;0;0;0;0;96.774.144;96.774.144;0
453;RENTA;520;MANZANA C LOTE 20;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-20;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;975.83;0;0;0;0;92.703.850;92.703.850;0
454;RENTA;521;MANZANA C LOTE 21;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-21;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
455;RENTA;522;MANZANA C LOTE 22;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-22;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
456;RENTA;523;MANZANA C LOTE 23;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-23;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
457;RENTA;524;MANZANA C LOTE 24;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-24;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
458;RENTA;525;MANZANA C LOTE 25;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-25;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
459;RENTA;526;MANZANA C LOTE 26;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-26;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
460;RENTA;527;MANZANA C LOTE 27;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-27;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
461;RENTA;528;MANZANA C LOTE 28;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-28;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
462;RENTA;529;MANZANA C LOTE 29;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-29;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
463;RENTA;530;MANZANA C LOTE 30;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-30;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;79.271.800;79.271.800;0
464;RENTA;531;MANZANA C LOTE 31;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-31;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;58.410.800;58.410.800;0
465;RENTA;532;MANZANA C LOTE 32;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-32;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;58.410.800;58.410.800;0
466;RENTA;533;MANZANA C LOTE 33;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-33;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;58.410.800;58.410.800;0
467;RENTA;534;MANZANA C LOTE 34;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-34;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;58.410.800;58.410.800;0
468;RENTA;535;MANZANA C LOTE 35;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-35;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;58.410.800;58.410.800;0
469;RENTA;536;MANZANA C LOTE 36;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-36;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;834.44;0;0;0;0;58.410.800;58.410.800;0
470;RENTA;537;MANZANA C LOTE 37;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-37;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;840.54;0;0;0;0;58.837.800;58.837.800;0
471;RENTA;538;MANZANA C LOTE 38;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-38;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;879.64;0;0;0;0;61.574.800;61.574.800;0
472;RENTA;539;MANZANA C LOTE 39;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-39;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;970.24;0;0;0;0;67.916.800;67.916.800;0
473;RENTA;540;MANZANA C LOTE 40;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-40;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;970.24;0;0;0;0;67.916.800;67.916.800;0
474;RENTA;541;MANZANA C LOTE 41;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-41;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.123.57;0;0;0;0;73.930.906;73.930.906;0
475;RENTA;542;MANZANA C LOTE 42;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-42;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.124.52;0;0;0;0;73.993.416;73.993.416;0
476;RENTA;543;MANZANA C LOTE 43;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-43;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.067.47;0;0;0;0;71.733.984;71.733.984;0
477;RENTA;544;MANZANA C LOTE 44;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-44;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;966.88;0;0;0;0;67.681.600;67.681.600;0
478;RENTA;545;MANZANA C LOTE 45;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-45;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;879.27;0;0;0;0;61.548.900;61.548.900;0
479;RENTA;546;MANZANA C LOTE 46;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-46;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.298.51;0;0;0;0;84.533.001;84.533.001;0
480;RENTA;547;MANZANA C LOTE 47;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-47;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;2.056.60;0;0;0;0;122.984.680;122.984.680;0
481;RENTA;548;MANZANA C LOTE 48;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-48;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.035.12;0;0;0;0;64.591.488;64.591.488;0
482;RENTA;549;MANZANA C LOTE 49;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-49;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;897.18;0;0;0;0;58.316.700;58.316.700;0
483;RENTA;550;MANZANA C LOTE 50;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-50;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;872.42;0;0;0;0;56.707.300;56.707.300;0
484;RENTA;551;MANZANA C LOTE 51;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-51;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;899.44;0;0;0;0;58.463.600;58.463.600;0
485;RENTA;552;MANZANA C LOTE 52;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-52;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.322.27;0;0;0;0;81.650.173;81.650.173;0
486;RENTA;553;MANZANA C LOTE 53;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-53;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;874.41;0;0;0;0;56.836.650;56.836.650;0
487;RENTA;554;MANZANA C LOTE 54;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-54;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;849.52;0;0;0;0;55.218.800;55.218.800;0
488;RENTA;555;MANZANA C LOTE 55;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-55;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.063.15;0;0;0;0;66.340.560;66.340.560;0
489;RENTA;556;MANZANA C LOTE 56;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-56;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;2.060.92;0;0;0;0;123.243.016;123.243.016;0
490;RENTA;557;MANZANA C LOTE 57;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-57;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.158.47;0;0;0;0;70.782.517;70.782.517;0
491;RENTA;558;MANZANA C LOTE 58;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-58;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;803.37;0;0;0;0;52.219.050;52.219.050;0
492;RENTA;559;MANZANA C LOTE 59;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-59;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;800;0;0;0;0;52.000.000;52.000.000;0
493;RENTA;560;MANZANA C LOTE 60;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-60;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;800;0;0;0;0;52.000.000;52.000.000;0
494;RENTA;561;MANZANA C LOTE 61;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-61;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;800;0;0;0;0;52.000.000;52.000.000;0
495;RENTA;562;MANZANA C LOTE 62;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-62;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;800;0;0;0;0;52.000.000;52.000.000;0
496;RENTA;563;MANZANA C LOTE 63;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-63;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;800;0;0;0;0;52.000.000;52.000.000;0
497;RENTA;564;MANZANA C LOTE 64;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-64;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;800;0;0;0;0;52.000.000;52.000.000;0
498;RENTA;565;MANZANA C LOTE 65;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-65;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;800;0;0;0;0;52.000.000;52.000.000;0
499;RENTA;566;MANZANA C LOTE 66;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-66;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;801;0;0;0;0;52.065.000;52.065.000;0
500;RENTA;567;MANZANA C LOTE 67;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-67;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;941.9;0;0;0;0;61.223.500;61.223.500;0
501;RENTA;568;MANZANA C LOTE 68;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-68;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;1.018.23;0;0;0;0;63.537.552;63.537.552;0
502;RENTA;569;0;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;54;19-1462-69;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;883.15;0;0;0;0;57.404.750;57.404.750;0
503;RENTA;570;0;180;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;Residencial/Recreativo;10.191;19-1427-02;ALQUILADO + INV;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;ESTACION BAHIA S.R.L.; Gs 6.982.963 ;0;RCA 040-040/12- 077-035/13. CONTRATO 52/2012. VIGENTE HASTA 30/06/2032;52/2012;3/7/12; 02/07/2032;A;18.594.00;1.86;0;0;0;1.137.952.800;1.137.952.800;0
504;RENTA;571;7/MA10;181;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;10.214;19-1446-01;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;42.644.00;4.26;0;0;0;2.303.886.780;2.303.886.780;0
505;RENTA;572;8/MA10;182;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;11.048;19-1450-07;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;945.59;0;0;0;0;76.829.188;76.829.188;0
506;RENTA;573;9/MA10;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;11.048;19-1450-08;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;945.59;0;0;0;0;76.829.188;76.829.188;0
507;RENTA;574;10/MA10;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;11.048;19-1450-09;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;945.59;0;0;0;0;76.829.188;76.829.188;0
508;RENTA;575;3/MB8;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;11.048;19-1450-10;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;945.59;0;0;0;0;76.829.188;76.829.188;0
509;RENTA;576;4/MB8;183;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;11.755;19-1434-04;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;815.28;0;0;0;0;57.069.600;57.069.600;0
510;RENTA;577;5/MB8;0;CORDILLERA;SAN BERNARDINO;PENDIENTE;0;0;CONDOMINIO CANTEGRILL;BALDIO;BALDIO;11.755;19-1434-05;DISPONIBLE;2023-10-23 04:01:49;2023-10-23 04:01:49;0;0;0;DISPONIBLE; N/A ;0;N/A;N/A;0/1/00;0;A;815.28;0;0;0;0;57.069.600;57.069.600;0
